item_id,title,price,price_text,first_price,location,source,score,reasons,posted_at,posted_text,opdb_id,opdb_name,opdb_manufacturer,opdb_year,opdb_type,url,pinside_url,image_url,search_name,first_seen,last_seen
2312704166156604,Bally Xenon pinball,2500,"$2,500",2500,"Norman, OK",facebook,7,+3 brand:bally; +1 mentions pinball; +3 price >= $800,2026-08-28,Listed a week ago,G42Pk-MZe2e,Xenon,Bally,1980,ss,https://www.facebook.com/marketplace/item/2312704166156604/,https://pinside.com/pinball/machine?query=Bally+Xenon+pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/784904268_1077190964751305_8664762786668918347_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=7vRbqu6vnD4Q7kNvwHzxGS_&_nc_oc=AdotPFHDF7wRPylGSMFZ-kRkwKWKIV7KD1zAHvIRWltvMK-Uy79M03UVke42OnVFrpw&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=zwIJF3geqsZSk6D_DM0i2A&_nc_ss=7b2a8&oh=00_AQIZ_-hlg2HyhPBpze2VSsGUTpD1wn82-_Q_Pvnjequyxg&oe=6ABC8AE6,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1822699295756601,Williams Earthshaker pinball fully restored,6400,"$6,400",6400,"Lewisville, TX",facebook,7,+3 brand:williams; +1 mentions pinball; +3 price >= $800,2026-08-28,Listed a week ago,GRw0r-Mp42p,Earthshaker,Williams,1989,ss,https://www.facebook.com/marketplace/item/1822699295756601/,https://pinside.com/pinball/machine?query=Williams+Earthshaker+pinball+fully+restored,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/778972583_1736269714229687_2939413800362007451_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=5_w5gUyXTTcQ7kNvwHdLYpT&_nc_oc=AdoCwJFc5UWC1eZnDxyEwk7_bdblnh81dBccze0ybexYU2WP2uvBT-TDrBfSW7pRuCI&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=XOAdJKNDaNuAmgYc3t-6jw&_nc_ss=7b2a8&oh=00_AQI66Dzb_CkXuPxCG4OL_xVvTGxqyr2TmhYkVLfCXSLzEw&oe=6ABCA573,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1754555109079982,King Kong LE Pinball with Upgrades,10900,"$10,900",10900,"Liberty, MO",facebook,4,+1 mentions pinball; +3 price >= $800,2026-08-28,Listed a week ago,G5BNq-MDB4d,King Kong,Data East,1990,ss,https://www.facebook.com/marketplace/item/1754555109079982/,https://pinside.com/pinball/machine?query=King+Kong+LE+Pinball+with+Upgrades,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/784616627_1734852224537382_7953254516495147641_n.jpg?stp=c0.204.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=6PWNRLCOoJwQ7kNvwGaBpRC&_nc_oc=Adp_ruYWWtN2TeIgen6kMfbq-EpGeuwnnaKXJzlWr9A8RjE5YR-T5t6wfVDFFHwOFYk&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=4F3nv0tmNFLQe7bofXSOhg&_nc_ss=7b2a8&oh=00_AQJvz2VMDkpKKRzs_i1f_Dlno7z5dZ0goF1jC_g6yt0iww&oe=6ABCA0B5,Tulsa pinball,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1064448225981201,Gottlieb Wipeout Pinball Machine '93 Edition,3000,"$3,000",3000,"Topeka, KS",facebook,9,+3 brand:gottlieb; +3 phrase:pinball machine; +3 price >= $800,2026-08-21,Listed 2 weeks ago,G5w3q-MQYr0,Wipe Out,Gottlieb,1993,ss,https://www.facebook.com/marketplace/item/1064448225981201/,https://pinside.com/pinball/machine?query=Gottlieb+Wipeout+Pinball+Machine+%2793+Edition,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/782208487_1541002800841553_7517765729554614469_n.jpg?stp=c0.204.526.526a_dst-jpg_p526x395_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=k3apur4byCAQ7kNvwGSWo9j&_nc_oc=AdrYsOk7zmUafrRRKiormObcXRltxtW5bwwTZEbgMylf_osur7qsjsyA6JsfiXLn32A&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=V3Ec5MfPgVXYuyb0uF87vQ&_nc_ss=7b2a8&oh=00_AQJf8XFdEC7shXrUJHeBT1MOIfJE7ksQ317xjCftYZavvw&oe=6ABC9C95,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1768920790954068,Bally's Radical Pinball Machine,6300,"$6,300",6400,"Austin, TX",facebook,9,+3 brand:bally; +3 phrase:pinball machine; +3 price >= $800,2026-08-21,Listed 2 weeks ago,G59ZY-MD8p7,Radical!,Bally,1990,ss,https://www.facebook.com/marketplace/item/1768920790954068/,https://pinside.com/pinball/machine?query=Bally%27s+Radical+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/780503603_1678327956572515_7063839186962603852_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=JU2O9vz7DMcQ7kNvwHbL-7y&_nc_oc=AdoUspucCdw05qTTQ5453geIrc1EE9krHIuNf2CA7GCAWTQmLwGO7N7h_i1q5jj2GMo&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=M1xFHz_9_TEJ_YOOf7eQhg&_nc_ss=7b2a8&oh=00_AQKNJ-WVBJZpbf4lbEhdANQa9s7NHLlTsyJVz5JMjNbzkA&oe=6ABA1663,Fort Worth pinball machine,2026-09-05T02:52:06+00:00,2026-09-23T21:31:03+00:00
1133019066116568,Kiss Bally Pinball Machine,8000,"$8,000",8000,"Blue Springs, MO",facebook,9,+3 brand:bally; +3 phrase:pinball machine; +3 price >= $800,2026-08-21,Listed 2 weeks ago,G4jXr-MQ6kz,KISS,Bally,1979,ss,https://www.facebook.com/marketplace/item/1133019066116568/,https://pinside.com/pinball/machine?query=Kiss+Bally+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/779357400_1056500980643311_5599772052243504118_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=wqVodgbhDJUQ7kNvwFO0fIW&_nc_oc=AdroXf412r1mJDbOq6-iSDoIxif58m91ZwlGQ6GtRALp9umEPoeaES6ZHDcLRyzSW0Q&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=4F3nv0tmNFLQe7bofXSOhg&_nc_ss=7b2a8&oh=00_AQI7AEznRtsJ0UFfXTbH5r2Qu3gMTtjMFl7OK2XjfcI3rw&oe=6ABCAADB,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
2553627985075030,Wizard of Oz pinball machine,10000,"$10,000",10000,"Manhattan, KS",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-08-15,Listed 3 weeks ago,G4xyR-MJ2v0,The Wizard of Oz,Jersey Jack Pinball,2013,ss,https://www.facebook.com/marketplace/item/2553627985075030/,https://pinside.com/pinball/machine?query=Wizard+of+Oz+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/771969394_2200636694001561_3513746737680670928_n.jpg?stp=c0.81.478.478a_dst-jpg_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=eZ2aA6PGnh8Q7kNvwGW1zdD&_nc_oc=AdrAVfYvRNH1qoGrlB9l2_5NrQfKbQZj07PNGnKFFZa6_MKbmJIVM9lQ-RGh6gEhYNo&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=lrUudPswy1NqOOLl3tpqiQ&_nc_ss=7b2a8&oh=00_AQLsSHmrzeu8oBMY9qMlIfvevAaklXgf0NIJAzDXcNdtUg&oe=6ABA3F07,Tulsa pinball machine,2026-09-05T15:29:06+00:00,2026-09-24T01:47:19+00:00
1065832542591425,Chicago Gaming Cactus Canyon Remake LE /1250 Pinball Machine w/Lyman Kit,9000,"$9,000",9000,"Arlington, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-08-14,Listed 3 weeks ago,G4835-M2YPK-A9ylv,Cactus Canyon (Remake LE),Chicago Gaming,2021,ss,https://www.facebook.com/marketplace/item/1065832542591425/,https://pinside.com/pinball/machine?query=Chicago+Gaming+Cactus+Canyon+Remake+LE+%2F1250+Pinball+Machine+w%2FLyman+Kit,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/772586185_927080846408076_7325701167884218086_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=rhaMWpKfSx4Q7kNvwGVbgjm&_nc_oc=AdqhwjlrHvmTmniEJSCJugBswvYlxHTk2rM2lmAOphuL87hcwLURivKOVs7byc7Mor8&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=cEMe34yuh1rLDct0ubACXQ&_nc_ss=7b2a8&oh=00_AQKkyE0OBnoe6fX5EV3J3hWzCGGxqZcBVP3lsKiz8Up2tQ&oe=6ABA69DE,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-24T01:47:19+00:00
1682234390574995,Wrestlemania Pro pinball,3000,"$3,000",3250,"Sherman, TX",facebook,4,+1 mentions pinball; +3 price >= $800,2026-08-14,Listed 3 weeks ago,GR6Or-MwNex,WrestleMania,Stern,2015,ss,https://www.facebook.com/marketplace/item/1682234390574995/,https://pinside.com/pinball/machine?query=Wrestlemania+Pro+pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/767300986_1356821779402526_6890245734882028012_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=103&ccb=1-7&_nc_sid=92e707&_nc_ohc=GfuQapnIjaYQ7kNvwGs5IEj&_nc_oc=Adq2D-FelHOHZOc5-929-Irm49ejmQfHOxeVdoTpsO8lT9mVyv9jIgxJi_qCSRsqL0A&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=LWHbwqY_KgZKILdS4sA61A&_nc_ss=7b2a8&oh=00_AQKu_q0liD4fWMZGgioS3P8DtZ2i2Sc5lacglLCF8b1UlQ&oe=6ABCA637,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1304824668171592,Stern Wild Fyre Pinball,1500,"$1,500",1500,"O'Fallon, MO",facebook,7,+3 brand:stern; +1 mentions pinball; +3 price >= $800,2026-08-11,Listed 4 weeks ago,GrOwV-Ml9kO,Wild Fyre,Stern Electronics,1978,ss,https://www.facebook.com/marketplace/item/1304824668171592/,https://pinside.com/pinball/machine?query=Stern+Wild+Fyre+Pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/768969793_1578913563587288_7009796701112314090_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=K1pC4fYgNLUQ7kNvwHTILBn&_nc_oc=AdpwJas4JESBMcEWdvcSudG2nZP1Lg7lWhvhXMhIBkGmJHbMwL4rog4_ulF2OqdTn4k&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=B2R1uGKBcShmGjxe8JZXmA&_nc_ss=7b2a8&oh=00_AQKwsO2THfW0Ke0xeMC1ZCk6yTXSd5l0S-TBglXKmxyATQ&oe=6ABA4057,Kansas City MO pinball,2026-09-08T20:29:39+00:00,2026-09-24T01:47:19+00:00
2059744171584562,Stern Iron Maiden Pro Pinball,5750,"$5,750",5800,"Moscow Mills, MO",facebook,7,+3 brand:stern; +1 mentions pinball; +3 price >= $800,2026-08-11,Listed 4 weeks ago,G4yZN-MDEP7,Iron Maiden,Stern Electronics,1981,ss,https://www.facebook.com/marketplace/item/2059744171584562/,https://pinside.com/pinball/machine?query=Stern+Iron+Maiden+Pro+Pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/768564876_1072435352106609_7534648742983265317_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=qqFcT8O-bAMQ7kNvwGHcn24&_nc_oc=AdqflQxBjWhDFHpczfezHwS3fztBYyMEcprdd6ZWCdC9Juo7jU9fZxYGt_WDHtsc5_o&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=tv7N5vXB5l6wej2BdEinwA&_nc_ss=7b2a8&oh=00_AQK3YiCXddYs4ugmM-FLPb4Nvd5cVjhu3FLYKh_eupgf4A&oe=6ABC8BA2,Kansas City MO pinball,2026-09-08T17:30:26+00:00,2026-09-25T19:34:40+00:00
1060564713014330,Jurassic Park Premium Pinball,6700,"$6,700",6700,"St Charles, MO",facebook,4,+1 mentions pinball; +3 price >= $800,2026-08-11,Listed 4 weeks ago,GK17D-MKNKd-A15Yn,Jurassic Park (Premium),Stern,2019,ss,https://www.facebook.com/marketplace/item/1060564713014330/,https://pinside.com/pinball/machine?query=Jurassic+Park+Premium+Pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/770363545_4495944643884732_4212726347471739615_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=14YISJAlis4Q7kNvwG4o5Oo&_nc_oc=AdpJviBW75w-ZfGnZ1pRbQIHux-2MkY0ixVZ6M979ZQTg9gbKy1qH4Ja-dr_xbsiQQs&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=747tYV8b20fwrVEWtI9cAw&_nc_ss=7b2a8&oh=00_AQLZcPw_qm-Fk4rmQQ8gDhYAKrEiaKahmrqliRjlKlZUsw&oe=6ABC9607,Kansas City MO pinball,2026-09-08T17:30:26+00:00,2026-09-25T19:34:40+00:00
2237741237045063,"Pinball machine f14 tomcat, Williams.",2800,"$2,800",2800,"Odessa, MO",facebook,9,+3 brand:williams; +3 phrase:pinball machine; +3 price >= $800,2026-08-07,Listed 4 weeks ago,GRY2O-MLWdy,F-14 Tomcat,Williams,1987,ss,https://www.facebook.com/marketplace/item/2237741237045063/,https://pinside.com/pinball/machine?query=Pinball+machine+f14+tomcat%2C+Williams.,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/763098490_2150987152517547_1861643523634653013_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=8LHzrrky7EkQ7kNvwEOo641&_nc_oc=AdpQ5GyclcmYC7oQy_vuVtgcn-7Y1jk91LHiG21qRGEP1ynUuxCeCTXm4KWQDxyChnc&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=V3Ec5MfPgVXYuyb0uF87vQ&_nc_ss=7b2a8&oh=00_AQKhMMyE2PaNJODrhx5I4KiRrbVxFgXAraSdbA3ZjAZizA&oe=6ABC9B9A,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1081096761537685,1978 playboy pinball machine,1800,"$1,800",1800,"Sedalia, MO",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-08-07,Listed 4 weeks ago,GrkOB-MJVvl,Playboy,Bally,1978,ss,https://www.facebook.com/marketplace/item/1081096761537685/,https://pinside.com/pinball/machine?query=1978+playboy+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/762081085_3674736082681031_1146181372153324874_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=103&ccb=1-7&_nc_sid=92e707&_nc_ohc=zpn5YROBO4kQ7kNvwGKddbM&_nc_oc=Adre9UupcQ4spPeiQ0y_DZ8aYlmLWPoE2urxd6FknbjNycRgTG2mGOiWBNFzTNAhSkA&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=LWHbwqY_KgZKILdS4sA61A&_nc_ss=7b2a8&oh=00_AQL9WV_0Ih-HNNPzga5Gmyn1tLZVTenKGEeJzFHz9VPIfA&oe=6ABC8467,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1672305480518446,Pinball machine Comet,2000,"$2,000",2000,"Odessa, MO",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-08-07,Listed 4 weeks ago,Gryd3-MLqjd,Comet,Williams,1985,ss,https://www.facebook.com/marketplace/item/1672305480518446/,https://pinside.com/pinball/machine?query=Pinball+machine+Comet,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/760654616_1557780252652018_7103799636624400738_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=Lpn1ma0_ak8Q7kNvwEHPxmj&_nc_oc=Adp3Hxd9ss8fJThziWIty-dL-e7CrAuLMwW-aN8oiG8VaA-hkVuOCWPbt2_4dyXRuZI&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=V3Ec5MfPgVXYuyb0uF87vQ&_nc_ss=7b2a8&oh=00_AQKf_az5bmcK8HotXBZCULH8lKPGrVCPxx3O36S5sDvBKA&oe=6ABCA094,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
2013697635980698,1979 BALLY STAR TREK PINBALL BACKGLAS NOS,375,$375,375,"St Louis, MO",facebook,4,+3 brand:bally; +1 mentions pinball,2026-08-04,Listed 5 weeks ago,GRVnd-MQZzx,Star Trek,Bally,1979,ss,https://www.facebook.com/marketplace/item/2013697635980698/,https://pinside.com/pinball/machine?query=1979+BALLY+STAR+TREK+PINBALL+BACKGLAS+NOS,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/760536781_3322528491289028_6145400502666882105_n.jpg?stp=c90.0.540.540a_dst-jpg_p180x540_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=erA5CWybR7IQ7kNvwFQgeue&_nc_oc=AdrIFAawr71p3Z8k5uBkreOzcgvx_qNiJahRidIxB9LpoIoYzzX0AzBKuCVR2uOKRPY&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=lrUudPswy1NqOOLl3tpqiQ&_nc_ss=7b2a8&oh=00_AQKzrBf7cw-Mm9aLosvNnmyIuCfwzLJClInX1gVuBvqC8A&oe=6ABA4B2B,Little Rock pinball,2026-09-08T17:30:26+00:00,2026-09-24T01:47:19+00:00
2176434422900413,1980s Seawitch Pinball Machine by Stern,5500,"$5,500",5500,"Russellville, AR",facebook,9,+3 brand:stern; +3 phrase:pinball machine; +3 price >= $800,2026-07-31,Listed 5 weeks ago,GR6kB-MDz81,Seawitch,Stern Electronics,1980,ss,https://www.facebook.com/marketplace/item/2176434422900413/,https://pinside.com/pinball/machine?query=1980s+Seawitch+Pinball+Machine+by+Stern,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/758691015_1050316334157285_7696610121270873352_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=zyw1Vq7HeIQQ7kNvwGjIEZd&_nc_oc=AdqPaxv1E_stJ2ITg1Uz1l-2oTcZ5dqfw7guCvRtnD-ncZeb3lGsF0uojKi5NckpuYg&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=71kLI0c1OeGyWJ9q_v5k7A&_nc_ss=7b2a8&oh=00_AQILIVL7P_0J8u-2h7RFYbne5Yi02vQBCOV79cCrBYR0xw&oe=6ABA5189,Tulsa pinball machine,2026-09-04T06:07:05+00:00,2026-09-24T01:47:19+00:00
1355119073412524,PLAYBOY PINBALL 1978 RARE VINTAGE BALLY MACHINE!,6000,"$6,000",6000,"Hot Springs National Park, AR",facebook,7,+3 brand:bally; +1 mentions pinball; +3 price >= $800,2026-07-28,Listed 6 weeks ago,GrkOB-MJVvl,Playboy,Bally,1978,ss,https://www.facebook.com/marketplace/item/1355119073412524/,https://pinside.com/pinball/machine?query=PLAYBOY+PINBALL+1978+RARE+VINTAGE+BALLY+MACHINE%21,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/755809557_1955882631787588_6738732348649845096_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=DBXIZgECI98Q7kNvwHx1tMN&_nc_oc=AdqLC1goQY7LZfq7NtHzRTMN1TzhP4jwMLKIeQj4JVzOuxsXfsBYFKNenwiuAtc16a8&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=osY3iT7W7d4CIqwFpH3YMQ&_nc_ss=7b2a8&oh=00_AQLda53k_b26L8PhIvJy7VpdjjhBNnds2DBwtKm2a9mOlw&oe=6ABC8D86,Little Rock pinball,2026-09-08T20:29:39+00:00,2026-09-25T19:34:40+00:00
1232873365585764,1938 Bumper Pinball Machine,1400,"$1,400",1400,"Conroe, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-07-25,Listed 6 weeks ago,,,,,,https://www.facebook.com/marketplace/item/1232873365585764/,https://pinside.com/pinball/machine?query=1938+Bumper+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t45.5328-4/744074662_1335785458600330_1986001381856178109_n.jpg?stp=c0.86.526.526a_dst-jpg_p526x395_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=UnXMDZ-UBSMQ7kNvwG3fvN9&_nc_oc=AdqnETmWHmYPFAgcmDhdZCSwPhOm2DIl6uOaFVDG4uAMMKhure1WsGUokvEi5xH1fxA&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=gEAQeBAeABw6a8-_HrC0pw&_nc_ss=7b2a8&oh=00_AQJEigJI8dagU-ZJwIIffyAlHRpmy6pfnz9Ci6pA3EcecA&oe=6ABC8794,Dallas pinball,2026-09-05T15:29:06+00:00,2026-09-25T19:34:40+00:00
2060086744596968,Data East Jurassic Park pinball machine,5000,"$5,000",5000,"Hattieville, AR",facebook,9,+3 brand:data east; +3 phrase:pinball machine; +3 price >= $800,2026-07-24,Listed 6 weeks ago,G4ZVB-MJ5lE,Jurassic Park,Data East,1993,ss,https://www.facebook.com/marketplace/item/2060086744596968/,https://pinside.com/pinball/machine?query=Data+East+Jurassic+Park+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/749300906_2056625854954379_4645729623470287808_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=2hcDstimK3kQ7kNvwH3IXjw&_nc_oc=AdoHrEjOUxSQk01Tjos2gY9_qqgEw-n_cBlY1edFaAiD-Xs1XdmWcJZ9Yi6hA5jM1q8&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=VmJeYOucLu-_wLuiUbcWKA&_nc_ss=7b2a8&oh=00_AQLYUUJMK50jHi153IRY-gDNEA8r6oC7X0tVNK0PdB_2oA&oe=6ABCA0EF,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
27385385397824918,1934 Rebound Pinball Machine,1400,"$1,400",1400,"Conroe, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-07-24,Listed 6 weeks ago,,,,,,https://www.facebook.com/marketplace/item/27385385397824918/,https://pinside.com/pinball/machine?query=1934+Rebound+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/776554891_1028234040018142_6192146850568121902_n.jpg?stp=c0.166.1536.1536a_dst-jpg_tt6&cstp=mx1536x1536&ctp=s565x565&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=nmnvldLCSyoQ7kNvwGGrjPW&_nc_oc=Adoi6sH4dMCxW0_vsaEf7A7fs1rpPUvkotnWgkb8SbTRV4FnF1bpRwIDNnjDtlbVXQM&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=ejCX7GycjV5ZnruSe9Gb7g&_nc_ss=7b2a8&oh=00_AQLSlhVBWFvELy8JpfVrMXLOXjROYzLyV9XBWZ2XxBYXFQ&oe=6ABC8780,Dallas pinball,2026-09-05T02:52:06+00:00,2026-09-25T19:34:40+00:00
868671016000196,Whirlwind pinball machine,3999,"$3,999",3999,"Ozark, MO",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-07-24,Listed 6 weeks ago,GrE7e-MQ9N1,Whirlwind,Williams,1990,ss,https://www.facebook.com/marketplace/item/868671016000196/,https://pinside.com/pinball/machine?query=Whirlwind+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/751563201_1718543342395734_620823727751181336_n.jpg?stp=c0.131.526.526a_dst-jpg_p526x395_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=YpyFGm20on0Q7kNvwF8L1wj&_nc_oc=AdpxxwcE5YBjpO35c58kmabG5k54QI2J0uWhpTkwxVGsB47AWaY5R6GJYlXkAYgTkJY&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=V3Ec5MfPgVXYuyb0uF87vQ&_nc_ss=7b2a8&oh=00_AQJa3cp9bSzoVzU527ierCA1k27BVLdSr2cZ_D-iZdxVMQ&oe=6ABCB4A6,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
857503197298113,1950’s ‘State Fair’ strength tester child’s pinball machine.,160,$160,160,"Tulsa, OK",facebook,3,+3 phrase:pinball machine,2026-07-24,Listed 6 weeks ago,,,,,,https://www.facebook.com/marketplace/item/857503197298113/,https://pinside.com/pinball/machine?query=1950%E2%80%99s+%E2%80%98State+Fair%E2%80%99+strength+tester+child%E2%80%99s+pinball+machine.,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/753857407_1818920539471482_2966496187737444084_n.jpg?stp=c0.140.526.526a_dst-jpg_p526x395_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=uxSYFSI9OnIQ7kNvwFU7zYC&_nc_oc=Adp7_FttFLMftF4zq_9zF-DTMc3fLDEpOBd77chEbGxp5q1yX8Q_6phUcnE6F0WiqvQ&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=yG0QAcpz4kM4iouMhbX56w&_nc_ss=7b2a8&oh=00_AQLavRfUZwtcd3BYgGfsoNrCMJUvPzl2bbKzkcWw1U1GbA&oe=6ABC886D,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
