item_id,title,price,price_text,first_price,location,source,score,reasons,posted_at,posted_text,opdb_id,opdb_name,opdb_manufacturer,opdb_year,opdb_type,url,pinside_url,image_url,search_name,first_seen,last_seen
1675941707001308,Gottlieb The Games pinball machine,1250,"$1,250",1250,"Independence, MO",facebook,9,+3 brand:gottlieb; +3 phrase:pinball machine; +3 price >= $800,2026-07-17,Listed 7 weeks ago,,,,,,https://www.facebook.com/marketplace/item/1675941707001308/,https://pinside.com/pinball/machine?query=Gottlieb+The+Games+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/745357085_1373273161370769_8776462792642654784_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=lM4fmCGwZhkQ7kNvwGGJdSs&_nc_oc=AdqmqL1SIjoq_A4tnNk5zgamwKfblwO6GtknvzaFEO6x4fnqdBEcTl682B-QHRGD9R0&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=JtScGduYhWK9es3jSS8PHQ&_nc_ss=7b2a8&oh=00_AQI4_CH4hbwmu3pW2Aw1iZB56wP3EyXzPPAdeHmf3pmGHA&oe=6ABCA9DC,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1553563046168478,Sharkeys Shootout Pinball Machine Year 2000. Stern pinball. 800 units made,1500,"$1,500",1500,"Leander, TX",facebook,9,+3 brand:stern; +3 phrase:pinball machine; +3 price >= $800,2026-07-15,Listed 10 weeks ago,GRwv0-MJ99E,Sharkey's Shootout,Stern,2000,ss,https://www.facebook.com/marketplace/item/1553563046168478/,https://pinside.com/pinball/machine?query=Sharkeys+Shootout+Pinball+Machine+Year+2000.+Stern+pinball.+800+units+made,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/743327013_27445993471733297_1067920034946419729_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=B7kJPYQ4WmYQ7kNvwE1WE1s&_nc_oc=AdpjS6_JP_WQUl2VQXFAuS8p0RTwktx-A5m_Bhu2MREpAB2IGAXk53kvsZFGp75wCBw&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=jYVfZ7Gqa-GlyVyhzj0fYQ&_nc_ss=7b2a8&oh=00_AQLB1FMPv4znADUUeInPsF7_u89ymlbCfECFX1QDPpRU0Q&oe=6ABCA920,Fort Worth pinball,2026-09-23T08:45:09+00:00,2026-09-25T19:34:40+00:00
1695604885043340,NIB Stern Star Wars Pro 2017 Pinball,6500,"$6,500",6500,"McPherson, KS",facebook,7,+3 brand:stern; +1 mentions pinball; +3 price >= $800,2026-07-12,Listed 8 weeks ago,G5vLR-MwNwy,Star Wars (Pro),Stern,2017,ss,https://www.facebook.com/marketplace/item/1695604885043340/,https://pinside.com/pinball/machine?query=NIB+Stern+Star+Wars+Pro+2017+Pinball,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/744663563_2101825607348725_5524483603481832598_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=Nt-dfpNaFYYQ7kNvwHKCOv1&_nc_oc=AdoacdCzJQ2udkNNbYhPRk-7bzyllY3VfdOiK5-LGwWx5Ma286ujy19Qh2sVeWDVZQg&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=QKMIxfJ8L7RdMB-fwKaD4g&_nc_ss=7b2a8&oh=00_AQI7DJsn8Lo513nqFDhvstxMIrX893WbcvjJBNw7xVKAlQ&oe=6ABC92D3,Tulsa pinball machine,2026-09-06T20:49:11+00:00,2026-09-25T19:34:40+00:00
1333945334953536,1966 Williams Pitch and Bat Pinball RARE 4 BUTTON VERSION,3500,"$3,500",3500,"Broken Arrow, OK",facebook,7,+3 brand:williams; +1 mentions pinball; +3 price >= $800,2026-07-10,Listed 8 weeks ago,,,,,,https://www.facebook.com/marketplace/item/1333945334953536/,https://pinside.com/pinball/machine?query=1966+Williams+Pitch+and+Bat+Pinball+RARE+4+BUTTON+VERSION,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/738284019_976258378750843_4873365543295474337_n.jpg?stp=c0.306.526.526a_dst-jpg_p526x395_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=Wz4ZD-ppZ_EQ7kNvwENzqK5&_nc_oc=AdoMF50-qbhlV97DXEs1EKFEJ7KtnJ7fmD-s6KAKRHL9xWk38-xdqKkQ1QZAtZk6-cU&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=VmJeYOucLu-_wLuiUbcWKA&_nc_ss=7b2a8&oh=00_AQJdzzPAQdfcgrWoFF0e5wcgbtjrNW7-C-4NtgOm9qQsJA&oe=6ABCB4A5,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
2116163695613572,1968 Vintage Gottlieb pinball machine,1400,"$1,400",1400,"Spokane, MO",facebook,9,+3 brand:gottlieb; +3 phrase:pinball machine; +3 price >= $800,2026-07-03,Listed 9 weeks ago,,,,,,https://www.facebook.com/marketplace/item/2116163695613572/,https://pinside.com/pinball/machine?query=1968+Vintage+Gottlieb+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/730397838_2719786045160657_4960798066509576776_n.jpg?stp=c0.308.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=zQFsIGcB2V4Q7kNvwGqOn8B&_nc_oc=AdrgoIWO9zzNFroiSiS1LDrrXhLjGNE2z26IjwYk6aFWXJiN_alFKDGLANOZ9mJF1HQ&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=I7G7G-2xrPlPagO4_xfIPg&_nc_ss=7b2a8&oh=00_AQJ1_XJXRvnIQSMhBbrI7OynlK3o3IyDWmqdo__9d_hDVQ&oe=6ABA45C0,Tulsa pinball,2026-09-04T06:07:05+00:00,2026-09-24T01:47:19+00:00
1729006258546706,1977 Wico Big Top Pinball Machine – Rare Project – Excellent Playfield,850,$300$850,850,"Oklahoma City, OK",facebook,3,+3 brand:wico; +3 phrase:pinball machine; -6 parts:playfield; +3 price >= $800,2026-07-03,Listed 9 weeks ago,G5DV6-M2YYr,Big Top,Wico,1977,ss,https://www.facebook.com/marketplace/item/1729006258546706/,https://pinside.com/pinball/machine?query=1977+Wico+Big+Top+Pinball+Machine+%E2%80%93+Rare+Project+%E2%80%93+Excellent+Playfield,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.84726-6/732985047_27773198938978361_2331285906318711928_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=hm0KFPqdDSIQ7kNvwH4VqJH&_nc_oc=Adqh-D_V41xKsxNqRyRAEPpnomx4jyUuZIvO6ngJtbJ6oJIx23vTsa87oK2adyMLbLY&_nc_zt=14&_nc_ht=scontent-dfw5-1.xx&_nc_gid=I7nmGkrDgYrGPZoP6O9p2A&_nc_ss=7b2a8&oh=00_AQK5J7b9H0RcIs197fALDxsngm5xINkaIJo1f6j0DTvSmA&oe=6AB6474A,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-21T01:14:46+00:00
1522973716185914,Avengers (LE) Pinball Machine,6000,"$6,000",6000,"Chesterfield, MO",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-06-24,Listed 11 weeks ago,GRzNR-MyNq8,The Avengers (LE),Stern,2012,ss,https://www.facebook.com/marketplace/item/1522973716185914/,https://pinside.com/pinball/machine?query=Avengers+%28LE%29+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/730481147_1340387928197959_8594999549171792040_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=_CDufeq0ODwQ7kNvwF846GC&_nc_oc=Ado6tnzOC6gsMqVc-ugPkZOI6k1_sJ91upQDPDPSa1BOZ1n1Xw6pRA3BcCyHy411wIs&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=4F3nv0tmNFLQe7bofXSOhg&_nc_ss=7b2a8&oh=00_AQJBB-EUUNhNmstrAHBDU1-r9fzKzkC0khIf-r_PUBT77Q&oe=6ABCAAA7,Kansas City MO pinball,2026-09-10T02:49:37+00:00,2026-09-25T19:34:40+00:00
1420617906768690,Road Show Pinball Machine,3500,"$3,500",3700,"Chesterfield, MO",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-06-23,Listed 11 weeks ago,G4dWd-MJ2p6,Red & Ted's Road Show,Williams,1994,ss,https://www.facebook.com/marketplace/item/1420617906768690/,https://pinside.com/pinball/machine?query=Road+Show+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/724553515_2194648247991167_8316259252364025454_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=aK02KeMYC4kQ7kNvwEwoE6W&_nc_oc=Adp6VN_n0b-zI2qf2nZ9mTjsQs3lKp5eKXZsobz1HMah0xvxqnGgGHsVdtuFZs3rJ-A&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=747tYV8b20fwrVEWtI9cAw&_nc_ss=7b2a8&oh=00_AQLU2GF6ucujir-y4y4GXU5CNWHj5227aP_5Kwnmc8JHSw&oe=6ABC97DD,Kansas City MO pinball,2026-09-08T20:29:39+00:00,2026-09-25T19:34:40+00:00
2044774700257969,Jurassic Park Pinball Machine Data East 1993 with Topper & Color DMD Screen,4500,"$4,500",4500,"Wichita, KS",facebook,9,+3 brand:data east; +3 phrase:pinball machine; +3 price >= $800,2026-06-19,Listed 11 weeks ago,G4ZVB-MJ5lE,Jurassic Park,Data East,1993,ss,https://www.facebook.com/marketplace/item/2044774700257969/,https://pinside.com/pinball/machine?query=Jurassic+Park+Pinball+Machine+Data+East+1993+with+Topper+%26+Color+DMD+Screen,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/725159984_2040914426309602_352087452768293507_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=94ltAQ2zHvYQ7kNvwHP6d8e&_nc_oc=Adoz8I9Ai3isH-04nfPG-DVBjHkUd5Q9tLmeuakPODE_oLPebrJpgPZTwoWTJiVQsbU&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=VmJeYOucLu-_wLuiUbcWKA&_nc_ss=7b2a8&oh=00_AQKdNgDw0S-prcjjytNZXIeYRGZlZDYXM-YPfMAyZ5Z5uA&oe=6ABCB34A,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
4348119625505075,Stern Tmnt Pinball Pro,5400,"$5,400",5400,"Wichita, KS",facebook,7,+3 brand:stern; +1 mentions pinball; +3 price >= $800,2026-06-12,Listed 12 weeks ago,,,,,,https://www.facebook.com/marketplace/item/4348119625505075/,https://pinside.com/pinball/machine?query=Stern+Tmnt+Pinball+Pro,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/717803020_2242828886529511_3171669245493500403_n.jpg?stp=c0.0.526.526a_dst-jpg_p526x395_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=uui-adRtiHIQ7kNvwFm5MHN&_nc_oc=AdobSS9RsPqGryd9QSC5jjTXiJa4gEgRhXRJUrg7p_TJUItZT23adwvSOUEqkColIhQ&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=bNDLTZJD7bdsmad_bKmtdA&_nc_ss=7b2a8&oh=00_AQIFIChJppft3M5dB0tsln41Dq9sMoTX-W5cTz0HPcM7RA&oe=6ABC98CE,Tulsa pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1920598585282986,Lucky Seven Pinball Machine,1200,"$1,200",1200,"Oklahoma City, OK",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-06-12,Listed 12 weeks ago,G5D3O-MJKe0,Lucky Seven,Williams,1978,ss,https://www.facebook.com/marketplace/item/1920598585282986/,https://pinside.com/pinball/machine?query=Lucky+Seven+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/719770737_2789053378121324_4960587670407485987_n.jpg?stp=c0.299.526.526a_dst-jpg_p526x395_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=Kp0QyVPCZbAQ7kNvwF4vjou&_nc_oc=AdoVqSMNslOrMdmUYM9cf15rCsW6nuhwGseOXbNlTBUiLb0qapchXlDikzQJ00D1PFs&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=JtScGduYhWK9es3jSS8PHQ&_nc_ss=7b2a8&oh=00_AQKRP7fwn8se0c4BorixIvK8LO51pIrtTWZPkrFjQAWH-w&oe=6ABCB1CE,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1311481101180798,Antique ‘Bootles’ Pinball Machine,700,$700,700,"Mustang, OK",facebook,5,+3 phrase:pinball machine; +2 price >= $400,2026-06-12,Listed 12 weeks ago,,,,,,https://www.facebook.com/marketplace/item/1311481101180798/,https://pinside.com/pinball/machine?query=Antique+%E2%80%98Bootles%E2%80%99+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/719483368_1426126022610069_671356237859234386_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=Qocg84kzWs8Q7kNvwEfHAmp&_nc_oc=AdoA437ORSi7YLgCvwopQhXnt1mF9tKdMn84C3EqpBtw4-d0CqZQBsXtZmlsIhsHd-U&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=BWETVslF6stpKSJgv9F0TA&_nc_ss=7b2a8&oh=00_AQLNWBt3Ncgxg6tF9xaH61Yc1OJ-HKilx7766fnsNhvEkg&oe=6ABC8F8E,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
967172122968643,Beatles Gold Pinball Machine-Like New,6750,"$6,750",6750,"Olathe, KS",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-06-05,Listed 13 weeks ago,G0l8P-M85d9,The Beatles (Gold),Stern,2018,ss,https://www.facebook.com/marketplace/item/967172122968643/,https://pinside.com/pinball/machine?query=Beatles+Gold+Pinball+Machine-Like+New,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/711446435_788491130894282_7526254371736771384_n.jpg?stp=c0.150.526.526a_dst-jpg_p526x395_tt6&_nc_cat=103&ccb=1-7&_nc_sid=92e707&_nc_ohc=dGfyx_VBKFgQ7kNvwGDyqj7&_nc_oc=AdqYQkgB8G4Fcg8geIoawllpncNnzn6c0brrhvnCVjtU0hv2TgQZ1Cj_dVQWzYYXvRs&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=4F3nv0tmNFLQe7bofXSOhg&_nc_ss=7b2a8&oh=00_AQLm1ooPLJfmZ14In4jNquCRjxWzWP1W4wyx_OxcFG_SiA&oe=6ABC90E5,Tulsa pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1031824632842160,Pinball Machine,1400,"$1,400",1400,"Alvin, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2026-05-22,Listed 15 weeks ago,,,,,,https://www.facebook.com/marketplace/item/1031824632842160/,https://pinside.com/pinball/machine?query=Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/700467090_1306004601715818_1541766985903164138_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=n51TeCjBreEQ7kNvwHkOV4Z&_nc_oc=AdqTynVpmuK6VncCKlpoEE_rM-CoGduwYmoTfgc20eHAWjJrvo70imt6T-iTyFNy32I&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=Qdwx3MkXI-7wSv8ghdg_xg&_nc_ss=7b2a8&oh=00_AQLdtNSw_t9TUTzHqWgKxdycAQ0ypnXhx10h3XYU-OCijA&oe=6ABCB505,Fort Worth pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1335829791735794,Williams CYCLONE pinball machine,5000,"$5,000",5000,"Bethany, OK",facebook,9,+3 brand:williams; +3 phrase:pinball machine; +3 price >= $800,2026-05-15,Listed 16 weeks ago,G4O2b-MJpn4,Cyclone,Williams,1988,ss,https://www.facebook.com/marketplace/item/1335829791735794/,https://pinside.com/pinball/machine?query=Williams+CYCLONE+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/698219996_4371023116559482_3349746151153896292_n.jpg?stp=c0.204.526.526a_dst-jpg_p526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=g8q0APLHsusQ7kNvwE9s1B7&_nc_oc=Adrg3NFhxnyVz6rqt13kMoTCmUjrFA9gpZf02CXXNsFr9p2xq33-_4QZKDmz0vjiCok&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=VmJeYOucLu-_wLuiUbcWKA&_nc_ss=7b2a8&oh=00_AQIIhRO_oke4LWbOlFkhFXiM4EQ-70ClbsWXPC0JhIDAQg&oe=6ABCAA3F,Fort Worth pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
2016590499260802,Star Wars pinball machine,500,$500,500,"Greenville, TX",facebook,5,+3 phrase:pinball machine; +2 price >= $400,2026-04-24,Listed 19 weeks ago,G420r-MLedz,Star Wars,Data East,1992,ss,https://www.facebook.com/marketplace/item/2016590499260802/,https://pinside.com/pinball/machine?query=Star+Wars+pinball+machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/679274086_1274407811523928_8022812056549154253_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=QHUOl0GLLbwQ7kNvwHN0O1h&_nc_oc=AdoGKZwBThghcPOXNuot4fUrhRzRXA85E9U1xYkTwoSyUhFFKHNFAMhEaLgT5hBWjFY&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=E9hw5Gy2OtKgpt6-GsunBg&_nc_ss=7b2a8&oh=00_AQIJgNl7iW6aq_xmpKVsjMBAIdu49iEJqmFfzWNy1Pgddw&oe=6ABA4F1B,Fort Worth pinball machine,2026-09-04T18:28:16+00:00,2026-09-24T01:47:19+00:00
1224306503219269,James Bond 007 Pinball Machine by Gottlieb,1500,"$1,500",1500,"Royse City, TX",facebook,9,+3 brand:gottlieb; +3 phrase:pinball machine; +3 price >= $800,2026-02-20,Listed 28 weeks ago,G4PXJ-MQPlw,James Bond 007,Gottlieb,1980,ss,https://www.facebook.com/marketplace/item/1224306503219269/,https://pinside.com/pinball/machine?query=James+Bond+007+Pinball+Machine+by+Gottlieb,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/639912455_917546761199656_5456845927815047279_n.jpg?stp=c0.73.526.526a_dst-jpg_p526x395_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=TrQK8cBfXZQQ7kNvwFTaxB8&_nc_oc=AdpdbrTotgP6Wc0Ro873TUec-XiFI_aCrz-k3hub91ezL_2ba3k18v-mncWKZy12yf0&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=FtNFIV7KDL3R9yTbiX5qig&_nc_ss=7b2a8&oh=00_AQITdnSqVxtcCdJHFB8ADaGMDvoiNQOclSvX_1-Q3LqORw&oe=6ABC8E16,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
840800378835668,Mr.& Mrs Pac-Man Pinball machine game,2000,"$2,000",2000,"Waxahachie, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2025-11-28,Listed 40 weeks ago,Gr2Dk-MQNy7,Mr. & Mrs. Pac-Man,Bally,1982,ss,https://www.facebook.com/marketplace/item/840800378835668/,https://pinside.com/pinball/machine?query=Mr.%26+Mrs+Pac-Man+Pinball+machine+game,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/589512981_1757541808258336_4888173541930101920_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=AY2mpxkl73MQ7kNvwGuMna4&_nc_oc=AdqWfogHWJ6grRyUl3PjK-zSq4JOJWqcwnePx7A_COpSX2VH2YyQfq-d10z3yh4VbCo&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=mR2BGsvfMA8M5YypxpiXEA&_nc_ss=7b2a8&oh=00_AQK3jca3DM1v6lxjJt9xF4qgJS886w941LgqkixhOhDL4Q&oe=6ABCA495,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1731796140702259,Pinball Machines,1400,"$1,400",1400,"Mansfield, TX",facebook,6,+3 phrase:pinball machine; +3 price >= $800,2025-09-04,Listed a year ago,,,,,,https://www.facebook.com/marketplace/item/1731796140702259/,https://pinside.com/pinball/machine?query=Pinball+Machines,https://scontent-hou1-1.xx.fbcdn.net/v/t45.5328-4/779049255_905354988848811_7544710543230547328_n.jpg?stp=c89.0.540.540a_dst-jpg_p180x540_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=kntEQ4EVaG0Q7kNvwG8G414&_nc_oc=AdpEyiDxS2YlItN2V1dZ5hQavflk5wBTZQ8Gi8GCzZMJuKmrTHzKnrgZcwSDu6WB648&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=tFM8tFERw_M3bhjpL9xa6A&_nc_ss=7b2a8&oh=00_AQLf7aEFdj33yRSEjAJ6EPg7ipXDgggijO_qSmLDBUc40A&oe=6ABCBAB6,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
1700261601276847,Gottlieb Cleopatra Pinball machine PROJECT,800,$800,800,"St Joseph, MO",facebook,9,+3 brand:gottlieb; +3 phrase:pinball machine; +3 price >= $800,,,GrknN-MQrdv,Cleopatra,Gottlieb,1977,ss,https://www.facebook.com/marketplace/item/1700261601276847/,https://pinside.com/pinball/machine?query=Gottlieb+Cleopatra+Pinball+machine+PROJECT,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/762974772_1574732607375346_7887502900254710466_n.jpg?stp=c0.3.526.526a_dst-jpg_p526x395_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=-V6othb77a8Q7kNvwG8A2yU&_nc_oc=Adr_sDcoh3kXhSaJhlFuUadyJwuM5zMggN-ANKPQ2o1EL-BtgDR80cJPsLXAx47A09o&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=w_l0U-1WIC1QTuXhVXoDEw&_nc_ss=7b2a8&oh=00_AQIySZ996oWEibOkgd09yq4EDVxfpzwvB6iidP8JGEu5Tg&oe=6ABC9E82,Tulsa pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1118508464466787,Big Guns by Williams - Pinball Machine 1987,2600,"$2,600",2800,"Houston, TX",facebook,9,+3 brand:williams; +3 phrase:pinball machine; +3 price >= $800,,,G4d8k-MJ5Z8,Big Guns,Williams,1987,ss,https://www.facebook.com/marketplace/item/1118508464466787/,https://pinside.com/pinball/machine?query=Big+Guns+by+Williams+-+Pinball+Machine+1987,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/791148618_4113899338747300_4911637567627899403_n.jpg?stp=c0.305.526.526a_dst-jpg_p526x395_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=gQZNa9TKEQsQ7kNvwFu_7fo&_nc_oc=AdqnBQ80BR7anm_f1yAXUPA3E9GhCQ5qymfDSA-j5aABlbaKnpoVp-9PCiOyQeP_PdA&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=XOAdJKNDaNuAmgYc3t-6jw&_nc_ss=7b2a8&oh=00_AQI4h1UIL8ny2LliOYDuD7s4AnWYjXqDajY3sfsgjEeZLw&oe=6ABCA6F1,Fort Worth pinball machine,2026-09-04T06:07:05+00:00,2026-09-25T19:34:40+00:00
1044773418437975,Sale pending - 2003 Stern Harley-Davidson 3rd Edition Pinball Machine,4000,"$4,000",4000,"Weatherford, OK",facebook,9,+3 brand:stern; +3 phrase:pinball machine; +3 price >= $800,,,G56lO-Mq153,Harley-Davidson (3rd Edition),Stern,2002,ss,https://www.facebook.com/marketplace/item/1044773418437975/,https://pinside.com/pinball/machine?query=Sale+pending+-+2003+Stern+Harley-Davidson+3rd+Edition+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/784351601_935566116268169_9061597172569514637_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=shqcU6m5RtgQ7kNvwG-1QKE&_nc_oc=AdpfKlOg__FmVfXQioZ0n-dkZKPVIMzam8LDxsN69GNnXs3NhHnwgykvyszMQ-OriK8&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=VmJeYOucLu-_wLuiUbcWKA&_nc_ss=7b2a8&oh=00_AQI2Smn_Vg9pxFn4XxA_pV38OLdjWB8MCA48NG-Lh8Msjg&oe=6ABCAA92,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-25T19:34:40+00:00
2082614276226226,Stern Harley Davidson Pinball Machine,4000,"$4,000",4000,"Celina, TX",facebook,9,+3 brand:stern; +3 phrase:pinball machine; +3 price >= $800,,,G56lO-MDXpW,Harley Davidson,Stern,1999,ss,https://www.facebook.com/marketplace/item/2082614276226226/,https://pinside.com/pinball/machine?query=Stern+Harley+Davidson+Pinball+Machine,https://scontent-hou1-1.xx.fbcdn.net/v/t39.84726-6/779995948_1797865971205364_2090848722144442956_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=xXHkkkEHMI0Q7kNvwFV3q4P&_nc_oc=AdqV8QwDYbr17w_ikcwApMtebv1S27I5YOin_84AfjVlNTkTuLB73_qYkrAvdWJBRDM&_nc_zt=14&_nc_ht=scontent-hou1-1.xx&_nc_gid=Mq80usDcRmmvhLRMgE-Myg&_nc_ss=7b2a8&oh=00_AQKIji4M82hv5B_9YM1cCTwMi_P3Lp6u8GK1CZwVMCm6HA&oe=6ABA4B5D,Tulsa pinball,2026-09-03T23:33:34+00:00,2026-09-24T01:47:19+00:00
